DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Albania,2022,44067,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Albania,2023,43068,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Armenia,2015,53663,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Armenia,2016,54892,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Armenia,2017,54816,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Armenia,2018,52843,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Armenia,2019,51883,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Armenia,2020,52090,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Armenia,2021,56470,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Armenia,2023,46455,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Armenia,2024,39880,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Austria,2015,116038,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Austria,2016,117390,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Austria,2017,118491,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Austria,2018,119370,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Austria,2019,121985,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Austria,2020,122417,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Austria,2021,123789,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Austria,2022,125594,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Austria,2023,126197,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Austria,2024,125479,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Azerbaijan,2015,174560,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Azerbaijan,2016,182506,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Azerbaijan,2017,185256,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Azerbaijan,2018,186244,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Azerbaijan,2019,192833,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Azerbaijan,2020,187856,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Azerbaijan,2021,189148,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Azerbaijan,2022,183116,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Azerbaijan,2024,173120,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belgium,2015,143064,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belgium,2016,142763,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belgium,2017,145700,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belgium,2018,146640,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belgium,2019,150104,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belgium,2020,151617,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belgium,2021,154705,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belgium,2022,155817,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belgium,2023,156725,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belgium,2024,153671,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Bulgaria,2015,92422,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Bulgaria,2016,87784,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Bulgaria,2017,89810,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Bulgaria,2018,85288,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Bulgaria,2019,83749,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Bulgaria,2020,81449,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Bulgaria,2021,79684,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Bulgaria,2022,70662,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Bulgaria,2023,66391,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Bulgaria,2024,63902,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belarus,2015,156437,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belarus,2016,154955,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belarus,2017,159522,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belarus,2018,154361,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Belarus,2019,156116,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Switzerland,2015,115063,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Switzerland,2016,116102,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Switzerland,2017,117891,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Switzerland,2018,117867,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Switzerland,2019,121551,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Switzerland,2020,120951,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Switzerland,2021,123399,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Switzerland,2022,122988,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Switzerland,2023,123514,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Switzerland,2024,122227,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Cyprus,2015,14766,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Cyprus,2016,14545,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Cyprus,2017,14610,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Cyprus,2018,14153,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Cyprus,2019,14475,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Cyprus,2020,14296,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Cyprus,2021,14434,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Cyprus,2022,14690,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Cyprus,2023,15427,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Cyprus,2024,15376,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Czechia,2015,145164,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Czechia,2016,145027,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Czechia,2017,142381,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Czechia,2018,140786,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Czechia,2019,143280,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Czechia,2020,139504,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Czechia,2021,135476,b,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Czechia,2022,136304,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Czechia,2023,135299,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Czechia,2024,135924,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Germany,2015,997920,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Germany,2016,1028283,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Germany,2017,1068203,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Germany,2018,1094733,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Germany,2019,1127589,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Germany,2020,1109227,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Germany,2021,1127628,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Germany,2022,1042411,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Germany,2023,1008989,b,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Germany,2024,1005785,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Denmark,2015,63633,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Denmark,2016,66944,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Denmark,2017,69318,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Denmark,2018,70747,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Denmark,2019,73938,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Denmark,2020,76209,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Denmark,2021,78313,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Denmark,2022,78631,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Denmark,2023,82549,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Denmark,2024,81944,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Estonia,2015,19222,b,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Estonia,2016,19007,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Estonia,2017,19285,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Estonia,2018,20307,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Estonia,2019,20644,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Estonia,2020,20512,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Estonia,2021,19442,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Estonia,2022,17516,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Estonia,2023,17848,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Estonia,2024,15828,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Greece,2015,133981,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Greece,2016,124709,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Greece,2017,121533,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Greece,2018,112982,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Greece,2019,120035,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Greece,2020,117350,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Greece,2021,114819,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Greece,2022,109020,b,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Greece,2023,107773,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Greece,2024,105096,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Spain,2015,594234,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Spain,2016,567517,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Spain,2017,547975,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Spain,2018,536930,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Spain,2019,537524,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Spain,2020,538964,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Spain,2021,535612,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Spain,2022,531048,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Spain,2023,550920,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Spain,2024,552617,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Finland,2015,71482,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Finland,2016,69575,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Finland,2017,67901,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Finland,2018,67315,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Finland,2019,70898,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Finland,2020,71313,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Finland,2021,73362,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Finland,2022,73108,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Finland,2023,75132,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Finland,2024,73825,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,France,2015,799113,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,France,2016,806963,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,France,2017,812490,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,France,2018,804042,p,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,France,2019,804875,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,France,2020,799941,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,France,2021,806944,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,France,2022,796517,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,France,2023,797192,p,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,France,2024,771322,p,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Georgia,2015,55900,b,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Georgia,2016,56700,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Georgia,2017,56400,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Georgia,2018,54295,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Georgia,2019,52741,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Georgia,2020,53451,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Georgia,2021,57150,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Georgia,2022,55420,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Georgia,2023,52228,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Georgia,2024,45982,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Croatia,2015,56845,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Croatia,2016,53927,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Croatia,2017,50703,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Croatia,2018,48379,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Croatia,2019,47393,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Croatia,2020,45028,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Croatia,2021,44367,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Croatia,2022,44431,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Croatia,2023,41858,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Croatia,2024,44218,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Hungary,2015,118346,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Hungary,2016,123240,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Hungary,2017,121925,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Hungary,2018,121307,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Hungary,2019,122150,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Hungary,2020,123738,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Hungary,2021,127573,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Hungary,2022,129493,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Hungary,2023,121986,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Hungary,2024,118957,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Ireland,2015,67694,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Ireland,2016,67767,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Ireland,2017,64689,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Ireland,2018,61560,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Ireland,2019,63566,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Ireland,2020,62381,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Ireland,2021,63222,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Ireland,2022,64550,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Ireland,2023,64298,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Ireland,2024,63876,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Iceland,2015,4539,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Iceland,2016,4438,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Iceland,2017,4570,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Iceland,2018,5022,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Iceland,2019,5724,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Iceland,2020,5938,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Iceland,2021,6311,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Iceland,2022,6251,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Iceland,2023,6570,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Iceland,2024,6430,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Italy,2015,678538,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Italy,2016,667346,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Italy,2017,648456,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Italy,2018,646636,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Italy,2019,661682,b,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Italy,2020,646752,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Italy,2021,640573,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Italy,2022,628267,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Italy,2023,637987,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Italy,2024,618035,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Liechtenstein,2015,447,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Liechtenstein,2016,460,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Liechtenstein,2017,465,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Liechtenstein,2018,472,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Liechtenstein,2019,480,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Liechtenstein,2020,487,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Liechtenstein,2021,472,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Liechtenstein,2022,496,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Liechtenstein,2023,475,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Liechtenstein,2024,524,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Lithuania,2015,37330,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Lithuania,2016,37341,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Lithuania,2017,37862,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Lithuania,2018,37276,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Lithuania,2019,35647,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Lithuania,2020,36005,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Lithuania,2021,38892,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Lithuania,2022,38715,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Lithuania,2023,39715,,
ESTAT:DEMO_PJAN(1.0),23/05/25 23:00:00,Annual,Number,30 years,Total,Lithuania,2024,37073,,
