survtype,location_name,iso2_code,yearweek,week_end_date,indicator,age,value
primary care syndromic,Czechia,CZ,2023-W28,2023-07-16,ARIconsultationrate,5-14,759.6
primary care syndromic,Czechia,CZ,2023-W28,2023-07-16,ARIconsultationrate,65+,196.6
primary care syndromic,Czechia,CZ,2023-W28,2023-07-16,ARIconsultationrate,total,402.5
primary care syndromic,Czechia,CZ,2023-W27,2023-07-09,ARIconsultationrate,0-4,1096.4
primary care syndromic,Czechia,CZ,2023-W27,2023-07-09,ARIconsultationrate,15-64,223.9
primary care syndromic,Czechia,CZ,2023-W27,2023-07-09,ARIconsultationrate,5-14,648.0
primary care syndromic,Czechia,CZ,2023-W27,2023-07-09,ARIconsultationrate,65+,163.9
primary care syndromic,Czechia,CZ,2023-W27,2023-07-09,ARIconsultationrate,total,320.6
primary care syndromic,Czechia,CZ,2023-W26,2023-07-02,ARIconsultationrate,0-4,1893.1
primary care syndromic,Czechia,CZ,2023-W26,2023-07-02,ARIconsultationrate,15-64,395.8
primary care syndromic,Czechia,CZ,2023-W26,2023-07-02,ARIconsultationrate,5-14,1196.5
primary care syndromic,Czechia,CZ,2023-W26,2023-07-02,ARIconsultationrate,65+,258.1
primary care syndromic,Czechia,CZ,2023-W26,2023-07-02,ARIconsultationrate,total,565.6
primary care syndromic,Czechia,CZ,2023-W25,2023-06-25,ARIconsultationrate,0-4,2016.7
primary care syndromic,Czechia,CZ,2023-W25,2023-06-25,ARIconsultationrate,15-64,420.8
primary care syndromic,Czechia,CZ,2023-W25,2023-06-25,ARIconsultationrate,5-14,1292.8
primary care syndromic,Czechia,CZ,2023-W25,2023-06-25,ARIconsultationrate,65+,280.1
primary care syndromic,Czechia,CZ,2023-W25,2023-06-25,ARIconsultationrate,total,605.4
primary care syndromic,Czechia,CZ,2023-W24,2023-06-18,ARIconsultationrate,0-4,2233.4
primary care syndromic,Czechia,CZ,2023-W24,2023-06-18,ARIconsultationrate,15-64,447.7
primary care syndromic,Czechia,CZ,2023-W24,2023-06-18,ARIconsultationrate,5-14,1470.8
primary care syndromic,Czechia,CZ,2023-W24,2023-06-18,ARIconsultationrate,65+,305.0
primary care syndromic,Czechia,CZ,2023-W24,2023-06-18,ARIconsultationrate,total,662.2
primary care syndromic,Czechia,CZ,2023-W23,2023-06-11,ARIconsultationrate,0-4,2337.3
primary care syndromic,Czechia,CZ,2023-W23,2023-06-11,ARIconsultationrate,15-64,467.7
primary care syndromic,Czechia,CZ,2023-W23,2023-06-11,ARIconsultationrate,5-14,1464.5
primary care syndromic,Czechia,CZ,2023-W23,2023-06-11,ARIconsultationrate,65+,299.9
primary care syndromic,Czechia,CZ,2023-W23,2023-06-11,ARIconsultationrate,total,679.3
primary care syndromic,Czechia,CZ,2023-W22,2023-06-04,ARIconsultationrate,0-4,2342.0
primary care syndromic,Czechia,CZ,2023-W22,2023-06-04,ARIconsultationrate,15-64,480.4
primary care syndromic,Czechia,CZ,2023-W22,2023-06-04,ARIconsultationrate,5-14,1454.6
primary care syndromic,Czechia,CZ,2023-W22,2023-06-04,ARIconsultationrate,65+,321.7
primary care syndromic,Czechia,CZ,2023-W22,2023-06-04,ARIconsultationrate,total,690.7
primary care syndromic,Czechia,CZ,2023-W21,2023-05-28,ARIconsultationrate,0-4,2373.1
primary care syndromic,Czechia,CZ,2023-W21,2023-05-28,ARIconsultationrate,15-64,488.0
primary care syndromic,Czechia,CZ,2023-W21,2023-05-28,ARIconsultationrate,5-14,1487.3
primary care syndromic,Czechia,CZ,2023-W21,2023-05-28,ARIconsultationrate,65+,321.2
primary care syndromic,Czechia,CZ,2023-W21,2023-05-28,ARIconsultationrate,total,701.7
primary care syndromic,Czechia,CZ,2023-W20,2023-05-21,ARIconsultationrate,0-4,2552.4
primary care syndromic,Czechia,CZ,2023-W20,2023-05-21,ARIconsultationrate,15-64,526.5
primary care syndromic,Czechia,CZ,2023-W20,2023-05-21,ARIconsultationrate,5-14,1584.1
primary care syndromic,Czechia,CZ,2023-W20,2023-05-21,ARIconsultationrate,65+,328.7
primary care syndromic,Czechia,CZ,2023-W20,2023-05-21,ARIconsultationrate,total,751.5
primary care syndromic,Czechia,CZ,2023-W19,2023-05-14,ARIconsultationrate,0-4,2441.7
primary care syndromic,Czechia,CZ,2023-W19,2023-05-14,ARIconsultationrate,15-64,530.7
primary care syndromic,Czechia,CZ,2023-W19,2023-05-14,ARIconsultationrate,5-14,1532.5
primary care syndromic,Czechia,CZ,2023-W19,2023-05-14,ARIconsultationrate,65+,323.6
primary care syndromic,Czechia,CZ,2023-W19,2023-05-14,ARIconsultationrate,total,737.8
primary care syndromic,Czechia,CZ,2023-W18,2023-05-07,ARIconsultationrate,0-4,2745.2
primary care syndromic,Czechia,CZ,2023-W18,2023-05-07,ARIconsultationrate,15-64,541.1
primary care syndromic,Czechia,CZ,2023-W18,2023-05-07,ARIconsultationrate,5-14,1703.6
primary care syndromic,Czechia,CZ,2023-W18,2023-05-07,ARIconsultationrate,65+,344.6
primary care syndromic,Czechia,CZ,2023-W18,2023-05-07,ARIconsultationrate,total,788.8
primary care syndromic,Czechia,CZ,2023-W17,2023-04-30,ARIconsultationrate,0-4,2955.5
primary care syndromic,Czechia,CZ,2023-W17,2023-04-30,ARIconsultationrate,15-64,609.6
primary care syndromic,Czechia,CZ,2023-W17,2023-04-30,ARIconsultationrate,5-14,1860.7
primary care syndromic,Czechia,CZ,2023-W17,2023-04-30,ARIconsultationrate,65+,381.4
primary care syndromic,Czechia,CZ,2023-W17,2023-04-30,ARIconsultationrate,total,872.1
primary care syndromic,Czechia,CZ,2023-W16,2023-04-23,ARIconsultationrate,0-4,3037.1
primary care syndromic,Czechia,CZ,2023-W16,2023-04-23,ARIconsultationrate,15-64,653.9
primary care syndromic,Czechia,CZ,2023-W16,2023-04-23,ARIconsultationrate,5-14,1898.9
primary care syndromic,Czechia,CZ,2023-W16,2023-04-23,ARIconsultationrate,65+,431.7
primary care syndromic,Czechia,CZ,2023-W16,2023-04-23,ARIconsultationrate,total,920.4
primary care syndromic,Czechia,CZ,2023-W15,2023-04-16,ARIconsultationrate,0-4,2884.0
primary care syndromic,Czechia,CZ,2023-W15,2023-04-16,ARIconsultationrate,15-64,653.7
primary care syndromic,Czechia,CZ,2023-W15,2023-04-16,ARIconsultationrate,5-14,1822.0
primary care syndromic,Czechia,CZ,2023-W15,2023-04-16,ARIconsultationrate,65+,432.5
primary care syndromic,Czechia,CZ,2023-W15,2023-04-16,ARIconsultationrate,total,901.7
primary care syndromic,Czechia,CZ,2023-W14,2023-04-09,ARIconsultationrate,0-4,2927.4
primary care syndromic,Czechia,CZ,2023-W14,2023-04-09,ARIconsultationrate,15-64,639.3
primary care syndromic,Czechia,CZ,2023-W14,2023-04-09,ARIconsultationrate,5-14,1903.7
primary care syndromic,Czechia,CZ,2023-W14,2023-04-09,ARIconsultationrate,65+,408.7
primary care syndromic,Czechia,CZ,2023-W14,2023-04-09,ARIconsultationrate,total,899.3
primary care syndromic,Czechia,CZ,2023-W13,2023-04-02,ARIconsultationrate,0-4,3335.5
primary care syndromic,Czechia,CZ,2023-W13,2023-04-02,ARIconsultationrate,15-64,786.4
primary care syndromic,Czechia,CZ,2023-W13,2023-04-02,ARIconsultationrate,5-14,2186.2
primary care syndromic,Czechia,CZ,2023-W13,2023-04-02,ARIconsultationrate,65+,484.5
primary care syndromic,Czechia,CZ,2023-W13,2023-04-02,ARIconsultationrate,total,1064.3
primary care syndromic,Czechia,CZ,2023-W12,2023-03-26,ARIconsultationrate,0-4,3446.8
primary care syndromic,Czechia,CZ,2023-W12,2023-03-26,ARIconsultationrate,15-64,823.5
primary care syndromic,Czechia,CZ,2023-W12,2023-03-26,ARIconsultationrate,5-14,2326.6
primary care syndromic,Czechia,CZ,2023-W12,2023-03-26,ARIconsultationrate,65+,519.4
primary care syndromic,Czechia,CZ,2023-W12,2023-03-26,ARIconsultationrate,total,1118.2
primary care syndromic,Czechia,CZ,2023-W11,2023-03-19,ARIconsultationrate,0-4,3545.4
primary care syndromic,Czechia,CZ,2023-W11,2023-03-19,ARIconsultationrate,15-64,869.6
primary care syndromic,Czechia,CZ,2023-W11,2023-03-19,ARIconsultationrate,5-14,2338.2
primary care syndromic,Czechia,CZ,2023-W11,2023-03-19,ARIconsultationrate,65+,557.3
primary care syndromic,Czechia,CZ,2023-W11,2023-03-19,ARIconsultationrate,total,1164.0
primary care syndromic,Czechia,CZ,2023-W10,2023-03-12,ARIconsultationrate,0-4,3514.8
primary care syndromic,Czechia,CZ,2023-W10,2023-03-12,ARIconsultationrate,15-64,934.3
primary care syndromic,Czechia,CZ,2023-W10,2023-03-12,ARIconsultationrate,5-14,2421.9
primary care syndromic,Czechia,CZ,2023-W10,2023-03-12,ARIconsultationrate,65+,606.4
primary care syndromic,Czechia,CZ,2023-W10,2023-03-12,ARIconsultationrate,total,1220.0
primary care syndromic,Czechia,CZ,2023-W09,2023-03-05,ARIconsultationrate,0-4,3374.7
primary care syndromic,Czechia,CZ,2023-W09,2023-03-05,ARIconsultationrate,15-64,930.8
primary care syndromic,Czechia,CZ,2023-W09,2023-03-05,ARIconsultationrate,5-14,2304.6
primary care syndromic,Czechia,CZ,2023-W09,2023-03-05,ARIconsultationrate,65+,605.3
primary care syndromic,Czechia,CZ,2023-W09,2023-03-05,ARIconsultationrate,total,1195.1
primary care syndromic,Czechia,CZ,2023-W08,2023-02-26,ARIconsultationrate,0-4,3451.2
primary care syndromic,Czechia,CZ,2023-W08,2023-02-26,ARIconsultationrate,15-64,901.8
primary care syndromic,Czechia,CZ,2023-W08,2023-02-26,ARIconsultationrate,5-14,2423.6
primary care syndromic,Czechia,CZ,2023-W08,2023-02-26,ARIconsultationrate,65+,589.0
primary care syndromic,Czechia,CZ,2023-W08,2023-02-26,ARIconsultationrate,total,1195.0
primary care syndromic,Czechia,CZ,2023-W07,2023-02-19,ARIconsultationrate,0-4,3229.0
primary care syndromic,Czechia,CZ,2023-W07,2023-02-19,ARIconsultationrate,15-64,837.9
primary care syndromic,Czechia,CZ,2023-W07,2023-02-19,ARIconsultationrate,5-14,2184.5
primary care syndromic,Czechia,CZ,2023-W07,2023-02-19,ARIconsultationrate,65+,543.0
primary care syndromic,Czechia,CZ,2023-W07,2023-02-19,ARIconsultationrate,total,1101.2
primary care syndromic,Czechia,CZ,2023-W06,2023-02-12,ARIconsultationrate,0-4,3407.1
primary care syndromic,Czechia,CZ,2023-W06,2023-02-12,ARIconsultationrate,15-64,838.7
primary care syndromic,Czechia,CZ,2023-W06,2023-02-12,ARIconsultationrate,5-14,2235.2
primary care syndromic,Czechia,CZ,2023-W06,2023-02-12,ARIconsultationrate,65+,548.5
primary care syndromic,Czechia,CZ,2023-W06,2023-02-12,ARIconsultationrate,total,1121.3
primary care syndromic,Czechia,CZ,2023-W05,2023-02-05,ARIconsultationrate,0-4,3458.3
primary care syndromic,Czechia,CZ,2023-W05,2023-02-05,ARIconsultationrate,15-64,855.1
primary care syndromic,Czechia,CZ,2023-W05,2023-02-05,ARIconsultationrate,5-14,2296.9
primary care syndromic,Czechia,CZ,2023-W05,2023-02-05,ARIconsultationrate,65+,563.0
primary care syndromic,Czechia,CZ,2023-W05,2023-02-05,ARIconsultationrate,total,1145.2
primary care syndromic,Czechia,CZ,2023-W04,2023-01-29,ARIconsultationrate,0-4,3484.7
primary care syndromic,Czechia,CZ,2023-W04,2023-01-29,ARIconsultationrate,15-64,880.2
primary care syndromic,Czechia,CZ,2023-W04,2023-01-29,ARIconsultationrate,5-14,2273.7
primary care syndromic,Czechia,CZ,2023-W04,2023-01-29,ARIconsultationrate,65+,622.8
primary care syndromic,Czechia,CZ,2023-W04,2023-01-29,ARIconsultationrate,total,1169.5
primary care syndromic,Czechia,CZ,2023-W03,2023-01-22,ARIconsultationrate,0-4,3472.6
primary care syndromic,Czechia,CZ,2023-W03,2023-01-22,ARIconsultationrate,15-64,942.8
primary care syndromic,Czechia,CZ,2023-W03,2023-01-22,ARIconsultationrate,5-14,2181.7
primary care syndromic,Czechia,CZ,2023-W03,2023-01-22,ARIconsultationrate,65+,686.6
primary care syndromic,Czechia,CZ,2023-W03,2023-01-22,ARIconsultationrate,total,1212.4
primary care syndromic,Czechia,CZ,2023-W02,2023-01-15,ARIconsultationrate,0-4,3790.3
primary care syndromic,Czechia,CZ,2023-W02,2023-01-15,ARIconsultationrate,15-64,1140.2
primary care syndromic,Czechia,CZ,2023-W02,2023-01-15,ARIconsultationrate,5-14,2311.1
primary care syndromic,Czechia,CZ,2023-W02,2023-01-15,ARIconsultationrate,65+,871.9
primary care syndromic,Czechia,CZ,2023-W02,2023-01-15,ARIconsultationrate,total,1406.8
primary care syndromic,Czechia,CZ,2023-W01,2023-01-08,ARIconsultationrate,0-4,4459.7
primary care syndromic,Czechia,CZ,2023-W01,2023-01-08,ARIconsultationrate,15-64,1406.8
primary care syndromic,Czechia,CZ,2023-W01,2023-01-08,ARIconsultationrate,5-14,2560.8
primary care syndromic,Czechia,CZ,2023-W01,2023-01-08,ARIconsultationrate,65+,1045.9
primary care syndromic,Czechia,CZ,2023-W01,2023-01-08,ARIconsultationrate,total,1682.6
primary care syndromic,Czechia,CZ,2022-W52,2023-01-01,ARIconsultationrate,0-4,4547.8
primary care syndromic,Czechia,CZ,2022-W52,2023-01-01,ARIconsultationrate,15-64,1023.2
primary care syndromic,Czechia,CZ,2022-W52,2023-01-01,ARIconsultationrate,5-14,2620.1
primary care syndromic,Czechia,CZ,2022-W52,2023-01-01,ARIconsultationrate,65+,735.6
primary care syndromic,Czechia,CZ,2022-W52,2023-01-01,ARIconsultationrate,total,1391.8
primary care syndromic,Czechia,CZ,2022-W51,2022-12-25,ARIconsultationrate,0-4,6153.6
primary care syndromic,Czechia,CZ,2022-W51,2022-12-25,ARIconsultationrate,15-64,1316.0
primary care syndromic,Czechia,CZ,2022-W51,2022-12-25,ARIconsultationrate,5-14,3836.6
primary care syndromic,Czechia,CZ,2022-W51,2022-12-25,ARIconsultationrate,65+,870.1
primary care syndromic,Czechia,CZ,2022-W51,2022-12-25,ARIconsultationrate,total,1855.9
primary care syndromic,Czechia,CZ,2022-W50,2022-12-18,ARIconsultationrate,0-4,6618.3
primary care syndromic,Czechia,CZ,2022-W50,2022-12-18,ARIconsultationrate,15-64,1263.8
primary care syndromic,Czechia,CZ,2022-W50,2022-12-18,ARIconsultationrate,5-14,4196.5
primary care syndromic,Czechia,CZ,2022-W50,2022-12-18,ARIconsultationrate,65+,825.7
primary care syndromic,Czechia,CZ,2022-W50,2022-12-18,ARIconsultationrate,total,1883.8
primary care syndromic,Czechia,CZ,2022-W49,2022-12-11,ARIconsultationrate,0-4,5128.6
primary care syndromic,Czechia,CZ,2022-W49,2022-12-11,ARIconsultationrate,15-64,947.9
primary care syndromic,Czechia,CZ,2022-W49,2022-12-11,ARIconsultationrate,5-14,2973.7
primary care syndromic,Czechia,CZ,2022-W49,2022-12-11,ARIconsultationrate,65+,608.6
primary care syndromic,Czechia,CZ,2022-W49,2022-12-11,ARIconsultationrate,total,1403.5
primary care syndromic,Czechia,CZ,2022-W48,2022-12-04,ARIconsultationrate,0-4,4443.1
primary care syndromic,Czechia,CZ,2022-W48,2022-12-04,ARIconsultationrate,15-64,796.5
primary care syndromic,Czechia,CZ,2022-W48,2022-12-04,ARIconsultationrate,5-14,2441.7
primary care syndromic,Czechia,CZ,2022-W48,2022-12-04,ARIconsultationrate,65+,538.8
primary care syndromic,Czechia,CZ,2022-W48,2022-12-04,ARIconsultationrate,total,1190.1
primary care syndromic,Czechia,CZ,2022-W47,2022-11-27,ARIconsultationrate,0-4,3934.6
primary care syndromic,Czechia,CZ,2022-W47,2022-11-27,ARIconsultationrate,15-64,727.6
primary care syndromic,Czechia,CZ,2022-W47,2022-11-27,ARIconsultationrate,5-14,2119.7
primary care syndromic,Czechia,CZ,2022-W47,2022-11-27,ARIconsultationrate,65+,495.5
primary care syndromic,Czechia,CZ,2022-W47,2022-11-27,ARIconsultationrate,total,1068.9
primary care syndromic,Czechia,CZ,2022-W46,2022-11-20,ARIconsultationrate,0-4,3195.9
primary care syndromic,Czechia,CZ,2022-W46,2022-11-20,ARIconsultationrate,15-64,580.2
primary care syndromic,Czechia,CZ,2022-W46,2022-11-20,ARIconsultationrate,5-14,1685.7
primary care syndromic,Czechia,CZ,2022-W46,2022-11-20,ARIconsultationrate,65+,389.8
primary care syndromic,Czechia,CZ,2022-W46,2022-11-20,ARIconsultationrate,total,854.7
primary care syndromic,Czechia,CZ,2022-W45,2022-11-13,ARIconsultationrate,0-4,3409.8
primary care syndromic,Czechia,CZ,2022-W45,2022-11-13,ARIconsultationrate,15-64,647.7
primary care syndromic,Czechia,CZ,2022-W45,2022-11-13,ARIconsultationrate,5-14,1789.2
primary care syndromic,Czechia,CZ,2022-W45,2022-11-13,ARIconsultationrate,65+,454.1
primary care syndromic,Czechia,CZ,2022-W45,2022-11-13,ARIconsultationrate,total,936.2
primary care syndromic,Czechia,CZ,2022-W44,2022-11-06,ARIconsultationrate,0-4,3109.8
primary care syndromic,Czechia,CZ,2022-W44,2022-11-06,ARIconsultationrate,15-64,669.1
primary care syndromic,Czechia,CZ,2022-W44,2022-11-06,ARIconsultationrate,5-14,1613.6
primary care syndromic,Czechia,CZ,2022-W44,2022-11-06,ARIconsultationrate,65+,477.4
primary care syndromic,Czechia,CZ,2022-W44,2022-11-06,ARIconsultationrate,total,911.8
primary care syndromic,Czechia,CZ,2022-W43,2022-10-30,ARIconsultationrate,0-4,2768.2
primary care syndromic,Czechia,CZ,2022-W43,2022-10-30,ARIconsultationrate,15-64,574.1
primary care syndromic,Czechia,CZ,2022-W43,2022-10-30,ARIconsultationrate,5-14,1507.5
primary care syndromic,Czechia,CZ,2022-W43,2022-10-30,ARIconsultationrate,65+,423.1
primary care syndromic,Czechia,CZ,2022-W43,2022-10-30,ARIconsultationrate,total,810.9
primary care syndromic,Czechia,CZ,2022-W42,2022-10-23,ARIconsultationrate,0-4,3269.7
primary care syndromic,Czechia,CZ,2022-W42,2022-10-23,ARIconsultationrate,15-64,698.3
primary care syndromic,Czechia,CZ,2022-W42,2022-10-23,ARIconsultationrate,5-14,1761.4
primary care syndromic,Czechia,CZ,2022-W42,2022-10-23,ARIconsultationrate,65+,491.1
primary care syndromic,Czechia,CZ,2022-W42,2022-10-23,ARIconsultationrate,total,959.5
primary care syndromic,Czechia,CZ,2022-W41,2022-10-16,ARIconsultationrate,0-4,3031.8
primary care syndromic,Czechia,CZ,2022-W41,2022-10-16,ARIconsultationrate,15-64,714.8
primary care syndromic,Czechia,CZ,2022-W41,2022-10-16,ARIconsultationrate,5-14,1686.3
primary care syndromic,Czechia,CZ,2022-W41,2022-10-16,ARIconsultationrate,65+,505.6
primary care syndromic,Czechia,CZ,2022-W41,2022-10-16,ARIconsultationrate,total,948.0
primary care syndromic,Czechia,CZ,2022-W40,2022-10-09,ARIconsultationrate,0-4,2819.5
primary care syndromic,Czechia,CZ,2022-W40,2022-10-09,ARIconsultationrate,15-64,718.3
primary care syndromic,Czechia,CZ,2022-W40,2022-10-09,ARIconsultationrate,5-14,1572.7
primary care syndromic,Czechia,CZ,2022-W40,2022-10-09,ARIconsultationrate,65+,513.8
primary care syndromic,Czechia,CZ,2022-W40,2022-10-09,ARIconsultationrate,total,922.3
primary care syndromic,Czechia,CZ,2022-W39,2022-10-02,ARIconsultationrate,0-4,2477.8
primary care syndromic,Czechia,CZ,2022-W39,2022-10-02,ARIconsultationrate,15-64,593.9
primary care syndromic,Czechia,CZ,2022-W39,2022-10-02,ARIconsultationrate,5-14,1561.9
primary care syndromic,Czechia,CZ,2022-W39,2022-10-02,ARIconsultationrate,65+,411.6
primary care syndromic,Czechia,CZ,2022-W39,2022-10-02,ARIconsultationrate,total,798.6
primary care syndromic,Czechia,CZ,2022-W38,2022-09-25,ARIconsultationrate,0-4,2585.8
primary care syndromic,Czechia,CZ,2022-W38,2022-09-25,ARIconsultationrate,15-64,649.7
primary care syndromic,Czechia,CZ,2022-W38,2022-09-25,ARIconsultationrate,5-14,1783.0
primary care syndromic,Czechia,CZ,2022-W38,2022-09-25,ARIconsultationrate,65+,427.7
primary care syndromic,Czechia,CZ,2022-W38,2022-09-25,ARIconsultationrate,total,868.4
primary care syndromic,Czechia,CZ,2022-W37,2022-09-18,ARIconsultationrate,0-4,2185.3
primary care syndromic,Czechia,CZ,2022-W37,2022-09-18,ARIconsultationrate,15-64,504.8
primary care syndromic,Czechia,CZ,2022-W37,2022-09-18,ARIconsultationrate,5-14,1464.3
primary care syndromic,Czechia,CZ,2022-W37,2022-09-18,ARIconsultationrate,65+,336.9
primary care syndromic,Czechia,CZ,2022-W37,2022-09-18,ARIconsultationrate,total,697.8
primary care syndromic,Czechia,CZ,2022-W36,2022-09-11,ARIconsultationrate,0-4,1490.2
primary care syndromic,Czechia,CZ,2022-W36,2022-09-11,ARIconsultationrate,15-64,399.8
primary care syndromic,Czechia,CZ,2022-W36,2022-09-11,ARIconsultationrate,5-14,851.0
primary care syndromic,Czechia,CZ,2022-W36,2022-09-11,ARIconsultationrate,65+,274.3
primary care syndromic,Czechia,CZ,2022-W36,2022-09-11,ARIconsultationrate,total,503.3
primary care syndromic,Czechia,CZ,2022-W35,2022-09-04,ARIconsultationrate,0-4,1157.6
primary care syndromic,Czechia,CZ,2022-W35,2022-09-04,ARIconsultationrate,15-64,348.1
primary care syndromic,Czechia,CZ,2022-W35,2022-09-04,ARIconsultationrate,5-14,647.9
primary care syndromic,Czechia,CZ,2022-W35,2022-09-04,ARIconsultationrate,65+,271.0
primary care syndromic,Czechia,CZ,2022-W35,2022-09-04,ARIconsultationrate,total,424.1
primary care syndromic,Czechia,CZ,2022-W34,2022-08-28,ARIconsultationrate,0-4,1121.6
primary care syndromic,Czechia,CZ,2022-W34,2022-08-28,ARIconsultationrate,15-64,336.4
primary care syndromic,Czechia,CZ,2022-W34,2022-08-28,ARIconsultationrate,5-14,623.3
primary care syndromic,Czechia,CZ,2022-W34,2022-08-28,ARIconsultationrate,65+,143.3
primary care syndromic,Czechia,CZ,2022-W34,2022-08-28,ARIconsultationrate,total,350.4
primary care syndromic,Czechia,CZ,2022-W33,2022-08-21,ARIconsultationrate,0-4,1089.6
primary care syndromic,Czechia,CZ,2022-W33,2022-08-21,ARIconsultationrate,15-64,322.0
primary care syndromic,Czechia,CZ,2022-W33,2022-08-21,ARIconsultationrate,5-14,590.6
primary care syndromic,Czechia,CZ,2022-W33,2022-08-21,ARIconsultationrate,65+,241.7
primary care syndromic,Czechia,CZ,2022-W33,2022-08-21,ARIconsultationrate,total,389.4
primary care syndromic,Czechia,CZ,2022-W32,2022-08-14,ARIconsultationrate,0-4,1104.6
primary care syndromic,Czechia,CZ,2022-W32,2022-08-14,ARIconsultationrate,15-64,337.2
primary care syndromic,Czechia,CZ,2022-W32,2022-08-14,ARIconsultationrate,5-14,607.6
primary care syndromic,Czechia,CZ,2022-W32,2022-08-14,ARIconsultationrate,65+,264.4
primary care syndromic,Czechia,CZ,2022-W32,2022-08-14,ARIconsultationrate,total,407.5
primary care syndromic,Czechia,CZ,2022-W31,2022-08-07,ARIconsultationrate,0-4,1193.2
primary care syndromic,Czechia,CZ,2022-W31,2022-08-07,ARIconsultationrate,15-64,354.9
primary care syndromic,Czechia,CZ,2022-W31,2022-08-07,ARIconsultationrate,5-14,637.7
primary care syndromic,Czechia,CZ,2022-W31,2022-08-07,ARIconsultationrate,65+,264.7
primary care syndromic,Czechia,CZ,2022-W31,2022-08-07,ARIconsultationrate,total,428.1
primary care syndromic,Czechia,CZ,2022-W30,2022-07-31,ARIconsultationrate,0-4,1286.2
primary care syndromic,Czechia,CZ,2022-W30,2022-07-31,ARIconsultationrate,15-64,367.5
primary care syndromic,Czechia,CZ,2022-W30,2022-07-31,ARIconsultationrate,5-14,692.2
primary care syndromic,Czechia,CZ,2022-W30,2022-07-31,ARIconsultationrate,65+,268.9
primary care syndromic,Czechia,CZ,2022-W30,2022-07-31,ARIconsultationrate,total,447.9
primary care syndromic,Czechia,CZ,2022-W29,2022-07-24,ARIconsultationrate,0-4,1373.4
primary care syndromic,Czechia,CZ,2022-W29,2022-07-24,ARIconsultationrate,15-64,372.9
primary care syndromic,Czechia,CZ,2022-W29,2022-07-24,ARIconsultationrate,5-14,705.3
primary care syndromic,Czechia,CZ,2022-W29,2022-07-24,ARIconsultationrate,65+,270.7
primary care syndromic,Czechia,CZ,2022-W29,2022-07-24,ARIconsultationrate,total,460.2
primary care syndromic,Czechia,CZ,2022-W28,2022-07-17,ARIconsultationrate,0-4,1583.5
primary care syndromic,Czechia,CZ,2022-W28,2022-07-17,ARIconsultationrate,15-64,369.5
primary care syndromic,Czechia,CZ,2022-W28,2022-07-17,ARIconsultationrate,5-14,813.4
primary care syndromic,Czechia,CZ,2022-W28,2022-07-17,ARIconsultationrate,65+,269.5
primary care syndromic,Czechia,CZ,2022-W28,2022-07-17,ARIconsultationrate,total,484.2
primary care syndromic,Czechia,CZ,2022-W27,2022-07-10,ARIconsultationrate,0-4,1315.4
primary care syndromic,Czechia,CZ,2022-W27,2022-07-10,ARIconsultationrate,15-64,276.4
primary care syndromic,Czechia,CZ,2022-W27,2022-07-10,ARIconsultationrate,5-14,737.5
primary care syndromic,Czechia,CZ,2022-W27,2022-07-10,ARIconsultationrate,65+,199.8
primary care syndromic,Czechia,CZ,2022-W27,2022-07-10,ARIconsultationrate,total,383.4
primary care syndromic,Czechia,CZ,2022-W26,2022-07-03,ARIconsultationrate,0-4,1867.9
primary care syndromic,Czechia,CZ,2022-W26,2022-07-03,ARIconsultationrate,15-64,387.9
primary care syndromic,Czechia,CZ,2022-W26,2022-07-03,ARIconsultationrate,5-14,1049.5
primary care syndromic,Czechia,CZ,2022-W26,2022-07-03,ARIconsultationrate,65+,267.0
primary care syndromic,Czechia,CZ,2022-W26,2022-07-03,ARIconsultationrate,total,539.0
primary care syndromic,Czechia,CZ,2022-W25,2022-06-26,ARIconsultationrate,0-4,1968.5
primary care syndromic,Czechia,CZ,2022-W25,2022-06-26,ARIconsultationrate,15-64,399.4
primary care syndromic,Czechia,CZ,2022-W25,2022-06-26,ARIconsultationrate,5-14,1170.8
primary care syndromic,Czechia,CZ,2022-W25,2022-06-26,ARIconsultationrate,65+,268.2
primary care syndromic,Czechia,CZ,2022-W25,2022-06-26,ARIconsultationrate,total,567.6
primary care syndromic,Czechia,CZ,2022-W24,2022-06-19,ARIconsultationrate,0-4,2081.2
primary care syndromic,Czechia,CZ,2022-W24,2022-06-19,ARIconsultationrate,15-64,404.4
primary care syndromic,Czechia,CZ,2022-W24,2022-06-19,ARIconsultationrate,5-14,1220.6
primary care syndromic,Czechia,CZ,2022-W24,2022-06-19,ARIconsultationrate,65+,268.8
primary care syndromic,Czechia,CZ,2022-W24,2022-06-19,ARIconsultationrate,total,585.1
primary care syndromic,Czechia,CZ,2022-W23,2022-06-12,ARIconsultationrate,0-4,2127.5
primary care syndromic,Czechia,CZ,2022-W23,2022-06-12,ARIconsultationrate,15-64,409.5
primary care syndromic,Czechia,CZ,2022-W23,2022-06-12,ARIconsultationrate,5-14,1251.2
primary care syndromic,Czechia,CZ,2022-W23,2022-06-12,ARIconsultationrate,65+,273.6
primary care syndromic,Czechia,CZ,2022-W23,2022-06-12,ARIconsultationrate,total,595.3
primary care syndromic,Czechia,CZ,2022-W22,2022-06-05,ARIconsultationrate,0-4,2094.7
primary care syndromic,Czechia,CZ,2022-W22,2022-06-05,ARIconsultationrate,15-64,408.4
primary care syndromic,Czechia,CZ,2022-W22,2022-06-05,ARIconsultationrate,5-14,1221.4
